-5910773074717689260,2018-08-11 19:28:00,2018-08-24 00:00:00,2018-08-26 00:00:00,3769,TW,2009-06-28 02:02:00,4.0,Hotel,Pay Later,4790239997793070083,Taiwan,1,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,149.98,Visa,Credit Card,TWD,False,3D1N_1N,False,,,,,,,,,456,,,162
-7591896779296245693,2018-07-07 14:35:00,2018-07-22 00:00:00,2018-07-24 00:00:00,10714,TH,2018-03-02 01:04:00,5.0,Hotel,Pay Later,8366216372576530094,Japan,1,Japan,2,0,0,1,JP,Japanese,281.83,Visa,Credit Card,JPY,True,1D1N_1N,False,,,,,,,,2018-07-07,1703,795.0,386.0,2477
-9005756516900632779,2018-08-09 08:44:00,2018-08-24 00:00:00,2018-08-25 00:00:00,9125,JP,2010-07-08 07:40:00,5.0,Hotel,Pay Now,7841475497637130005,South Korea,1,South Korea,3,0,0,1,KR,Korean,230.63,MasterCard,Credit Card,KRW,True,365D100P_100P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,4463,80.0,119.0,2567
1085874454076529286,2018-09-22 11:13:00,2018-09-22 00:00:00,2018-09-23 00:00:00,4389558,PH,2018-01-30 17:55:00,2.0,Guest House / Bed & Breakfast,Pay Now,7591797643786650011,Philippines,0,Philippines,2,0,0,1,PH,English,24.32,American Express,Credit Card,USD,True,365D100P_100P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,4725,520.0,566.0,2310
-7463059649010941502,2018-06-19 03:21:00,2018-08-03 00:00:00,2018-08-07 00:00:00,243384,IT,2010-12-02 07:09:00,0.0,Guest House / Bed & Breakfast,Pay Now,23580863588450022,Germany,0,Germany,2,0,0,1,DE,German,473.14,MasterCard,Credit Card,EUR,False,7D100P_100P,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4721,,,2065
-3379691360405486023,2018-06-01 20:06:00,2018-08-18 00:00:00,2018-08-22 00:00:00,908175,JP,2015-05-11 07:40:00,2.0,Hotel,Pay Later,2576224530941910050,Macau,1,Macau,2,0,0,1,A1,T. Chinese / Taiwan,661.22,Visa,Credit Card,HKD,True,1D50P_100P,False,,,,,,,,,3959,,,2249
-6283197554353616546,2018-08-09 23:07:00,2018-08-22 00:00:00,2018-08-26 00:00:00,2996856,JP,2017-10-23 07:35:00,4.0,Hotel,Pay Later,7607459491175950025,Hong Kong,0,Hong Kong,2,1,0,1,HK,T.Chinese / Hongkong,616.34,Visa,Credit Card,HKD,True,4D100P_100P,False,,,,,,,,2018-08-10,2267,95.0,254.0,1403
2039866020027103592,2018-08-11 08:00:00,2018-08-13 00:00:00,2018-08-14 00:00:00,1784657,TW,2017-01-06 21:18:00,3.0,Hotel,Pay Now,6519251091505870098,Taiwan,0,Taiwan,4,0,0,1,TW,T. Chinese / Taiwan,117.46,MasterCard,Credit Card,TWD,False,3D100P,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4024,,,2633
3576536722086379143,2018-07-12 21:07:00,2018-07-19 00:00:00,2018-07-24 00:00:00,1062302,TW,2015-09-11 14:11:00,3.0,Hotel,Pay Now,1589612857519800076,Singapore,0,Singapore,2,0,0,1,SG,English,345.87,MasterCard,Credit Card,SGD,True,365D100P_100P,False,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,456,,,162
-5563467618413128932,2018-06-04 20:03:00,2018-07-28 00:00:00,2018-07-29 00:00:00,3153582,TH,2017-11-09 15:56:00,4.0,Hotel,Pay Later,7910665935925290063,Thailand,0,Thailand,2,0,0,1,TH,Thai,116.14,Visa,Credit Card,THB,True,7D100P_100P,False,,,,,,,,2018-06-07,1882,,,447
6673800425954252938,2018-09-03 18:51:00,2018-09-05 00:00:00,2018-09-06 00:00:00,3083944,TH,2017-11-02 12:52:00,2.0,Hostel,Pay Now,3667253004085800000,UNKNOWN,0,Thailand,1,0,0,1,TH,English,10.67,UNKNOWN,Credit Card,THB,True,1D100P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,5891,,,2477
-7253703535137984516,2018-09-09 17:23:00,2018-09-09 00:00:00,2018-09-10 00:00:00,301630,MY,2012-03-22 08:27:00,4.0,Hotel,Pay Now,-5880875771588750000,Malaysia,1,Malaysia,2,0,0,1,MY,English,42.25,MasterCard,Credit Card,MYR,True,365D100P_100P,False,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,4683,,,2480
-5385149383231662266,2018-07-05 09:28:00,2018-07-11 00:00:00,2018-07-13 00:00:00,276209,MY,2011-06-21 17:48:00,2.0,Hotel,Pay Now,860766693260690089,Malaysia,0,Malaysia,2,0,0,1,MY,English,38.94,Visa,Credit Card,MYR,False,1D1N_1N,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1469,,,2184
-585352253003802496,2018-05-30 11:46:00,2018-08-16 00:00:00,2018-08-19 00:00:00,2598482,KH,2017-08-11 17:09:00,3.0,Hotel,Pay Later,1343084723825990088,Malaysia,0,Malaysia,2,0,0,1,MY,English,69.99,MasterCard,Credit Card,MYR,True,3D1N_100P,False,,,,,,,,2018-07-17,1497,,,2224
-8697467172243042992,2018-07-18 17:19:00,2018-07-18 00:00:00,2018-07-19 00:00:00,267481,TH,2011-05-21 10:04:00,3.0,Hotel,Pay Now,6951593369316980055,China,0,China,2,0,0,1,TH,Thai,19.55,K PLUS,Credit Card,THB,False,1D1N_1N,False,,,,,,,,,5458,,,2477
7368443763279850423,2018-09-24 13:22:00,2018-09-28 00:00:00,2018-09-29 00:00:00,3130048,PH,2017-11-06 16:38:00,2.0,Hotel,Pay Now,2769354232121990003,Australia,0,Australia,2,0,0,1,PH,English,47.95,MasterCard,Credit Card,AUD,False,3D100P,True,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,2746,,,619
-63900507001242399,2018-07-12 22:29:00,2018-07-13 00:00:00,2018-07-16 00:00:00,433322,TH,2014-03-25 08:05:00,4.0,Hotel,Pay Now,5953181403849900070,China,0,China,2,0,0,2,CN,S.Chinese / Mainland,333.6,UNKNOWN,Invoice,CNY,False,365D100P_100P,True,,,,,,,,,3156,,,811
2614532387141156749,2018-08-26 21:10:00,2018-09-09 00:00:00,2018-09-10 00:00:00,288350,JP,2011-10-12 15:55:00,5.0,Ryokan,Pay Later,6011513775659100003,Hong Kong,0,Hong Kong,2,0,0,1,HK,English,348.82,Visa,Credit Card,HKD,True,7D50P_3D100P_100P,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2018-08-26,1710,,,916
1330359017573512044,2018-05-30 12:32:00,2018-08-13 00:00:00,2018-08-15 00:00:00,2408443,JP,2017-06-28 10:21:00,3.0,Hotel,Pay Later,7048256015761650091,Japan,0,Japan,2,0,0,1,JP,Japanese,182.74,MasterCard,Credit Card,JPY,False,3D1N_1D100P_100P,True,,,,,,,,2018-07-04,1872,369.0,133.0,1509
2453585550580675833,2018-07-13 16:03:00,2018-07-14 00:00:00,2018-07-25 00:00:00,2325028,KR,2017-06-19 12:27:00,1.0,Guest House / Bed & Breakfast,Pay Now,8539186135020760050,Germany,0,Germany,1,0,0,1,KR,German,143.6,Visa,Credit Card,EUR,True,1D0N_100P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,4371,,,2799
3193399342123504329,2018-07-24 13:32:00,2018-09-24 00:00:00,2018-09-25 00:00:00,488198,MY,2013-07-01 11:28:00,2.0,Hotel,Pay Now,4816095072882860057,Japan,0,Japan,2,0,0,1,JP,Japanese,59.98,MasterCard,Credit Card,JPY,True,1D1N_1N,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2018-08-29,4004,,,2797
8096925678791659046,2018-07-08 00:35:00,2018-07-26 00:00:00,2018-07-28 00:00:00,4641303,TW,2018-03-15 08:38:00,3.0,Motel,Pay Later,1730215814574420093,Hong Kong,0,Hong Kong,2,0,0,1,HK,T.Chinese / Hongkong,206.87,MasterCard,Credit Card,HKD,True,1D1N_1N,False,,,,,,,,2018-07-08,5420,,,2162
6014354757778179588,2018-08-08 16:57:00,2018-08-08 00:00:00,2018-08-09 00:00:00,410951,AE,2012-12-18 13:53:00,1.0,Hotel,Pay Now,7751202546328630041,Pakistan,0,Pakistan,2,0,0,1,AE,English,23.1,Visa,Credit Card,PKR,True,365D100P_100P,False,,,,,,,,,1229,,,417
-7109097753527210070,2018-07-15 19:01:00,2018-07-25 00:00:00,2018-07-26 00:00:00,4780182,MY,2018-03-23 09:57:00,3.0,Hotel,Pay Now,2505145379057960036,Malaysia,1,Malaysia,2,0,0,1,MY,English,17.31,UNKNOWN,Credit Card,MYR,True,2D100P,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,4004,,,2797
-8626719572607404650,2018-09-16 23:00:00,2018-09-17 00:00:00,2018-09-18 00:00:00,317846,TH,2012-05-17 16:11:00,3.0,Hotel,Pay Now,9170985560240830092,Thailand,0,Thailand,2,0,0,1,TH,Thai,27.07,Visa,Credit Card,THB,True,7D1N_1N,False,,,,,,,,,206,,,2477
5886680309027747411,2018-09-02 13:39:00,2018-09-16 00:00:00,2018-09-17 00:00:00,666255,TW,2014-07-07 09:07:00,3.5,Hotel,Pay Later,844690910535840005,Taiwan,0,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,94.15,Visa,Credit Card,TWD,True,3D1N_1N,False,,,,,,,,,2016,,,2633
4757166366851126023,2018-03-10 23:21:00,2018-07-14 00:00:00,2018-07-19 00:00:00,51502,JP,2011-10-26 10:29:00,3.0,Hotel,Pay Later,3811754773491090074,Taiwan,0,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,326.43,Visa,Credit Card,TWD,True,1D1N_1N,False,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,4625,,,1403
